id,first_name,last_name,visa_type,passport_number,nationality,state,destination country,destination state,gender,age,entry date,degree_type,major,exit date,institution,estimated expenses,start_date,end_date,transportion mode
139,Eileen,Bulley,Student,9818362353,India,Uttar Pradesh,United States,Alaska,F,30,8/17/2023,Master's,Business Administration,9/10/2023,Lake Erie College,$18126.47,1/22/2023,11/4/2024,air
140,Hildegarde,Caldecutt,Student,6985335961,India,Andhra Pradesh,United States,Pennsylvania,F,18,8/16/2023,Master's,Computer Science,9/23/2024,Gardner Webb University,$22847.59,1/27/2023,3/14/2024,air
141,Briny,McKeurton,Student,2690930377,India,Andhra Pradesh,United States,Colorado,F,29,8/26/2023,Master's,Psychology,6/14/2024,Aquinas College,$18990.77,1/9/2023,2/19/2025,air
142,Felice,Borsi,Student,5636319896,India,Uttar Pradesh,United States,Alaska,M,18,9/14/2023,Master's,Computer Science,1/19/2024,Southwestern College Kansas,$18416.62,1/7/2023,2/23/2024,air
143,Halette,Zohrer,Student,4649803364,India,Andhra Pradesh,United States,Florida,F,35,9/6/2023,Master's,Psychology,10/5/2023,University of Illinois,$24231.16,1/4/2023,5/17/2025,air
144,Dun,Romanin,Student,3823136299,India,Andhra Pradesh,United States,Georgia,M,32,9/1/2023,Master's,Psychology,8/6/2023,University of Findlay,$18476.67,1/5/2023,6/25/2024,air
145,Lavinia,Annesley,Student,7945386412,India,Gujarat,United States,Georgia,F,27,8/18/2023,Bachelor's,Business Administration,4/5/2023,Middle Tennessee State University,$21785.07,1/18/2023,5/12/2025,air
146,Val,McLanachan,Student,3985914536,India,Uttar Pradesh,United States,Massachusetts,F,31,8/18/2023,Master's,Business Administration,2/10/2023,Pennsylvania State University - Milton S.Hershey Medical Center,$14187.44,1/19/2023,9/7/2024,air
147,Yule,Olanda,Student,5626921268,India,Andhra Pradesh,United States,Florida,M,19,9/4/2023,Master's,Psychology,1/22/2025,College of Visual Arts,$20706.78,1/30/2023,2/21/2025,air
148,Venus,Terry,Student,2639532979,India,Andhra Pradesh,United States,Florida,F,22,8/6/2023,Master's,Business Administration,4/19/2024,Elmira College,$18991.99,1/19/2023,5/13/2025,air
149,Adelle,Kneafsey,Student,7380083978,India,Uttar Pradesh,United States,Virginia,F,24,9/10/2023,Master's,Computer Science,11/21/2023,"University of California, Oakland",$20296.18,1/13/2023,1/3/2025,air
150,Faustina,Peschmann,Student,3275506982,India,Uttar Pradesh,United States,Indiana,F,20,8/23/2023,Bachelor's,Business Administration,8/13/2023,"University of California, Oakland",$15413.67,1/1/2023,5/26/2024,air
151,Fawnia,Simoni,Student,4784523547,India,Gujarat,United States,Missouri,F,28,9/3/2023,Bachelor's,Computer Science,4/3/2023,The Southern Christian University,$19278.61,1/5/2023,3/9/2024,air
152,Magnum,Hayden,Student,3768542462,India,Uttar Pradesh,United States,Tennessee,M,30,8/24/2023,Master's,Psychology,2/13/2024,Bluefield College,$21915.78,1/5/2023,6/23/2024,air
153,Reggi,Wilber,Student,7220716834,India,Andhra Pradesh,United States,Nebraska,F,23,8/1/2023,Master's,Business Administration,12/16/2023,Kansas Wesleyan University,$17874.45,1/13/2023,11/14/2024,air
154,Christalle,Kitchin,Student,4103108697,India,Gujarat,United States,Virginia,F,19,9/4/2023,Bachelor's,Computer Science,1/8/2025,Canisius College,$15232.80,1/18/2023,6/3/2024,air
155,Lydie,Niccols,Student,1065045371,India,Uttar Pradesh,United States,North Carolina,F,34,8/13/2023,Bachelor's,Business Administration,4/12/2024,Lycoming College,$13269.60,1/22/2023,1/27/2024,air
156,Tabb,Phethean,Student,6943603757,India,Gujarat,United States,Oklahoma,M,35,8/17/2023,Master's,Business Administration,9/13/2023,University of Wyoming,$15847.81,1/22/2023,10/11/2024,air
157,Oliviero,Romain,Student,5502776920,India,Andhra Pradesh,United States,Texas,M,21,9/7/2023,Master's,Psychology,6/15/2023,"University of Maine, Orono",$12111.13,1/4/2023,4/16/2024,air
158,Husein,Yuille,Student,2349050210,India,Andhra Pradesh,United States,California,M,19,8/21/2023,Master's,Computer Science,1/30/2025,Maryville University of St. Louis,$10193.04,1/21/2023,3/1/2025,air
159,Leontine,Trice,Student,3970912320,India,Gujarat,United States,Iowa,F,32,9/14/2023,Master's,Psychology,3/8/2024,Eastern Connecticut State University,$10119.20,1/3/2023,9/9/2024,air
160,Gerrard,Leipelt,Student,1917887707,India,Gujarat,United States,Alaska,M,23,8/27/2023,Master's,Computer Science,2/10/2024,Dallas Baptist University,$21496.70,1/1/2023,4/9/2024,air
161,Gannon,Stummeyer,Student,1124164302,India,Gujarat,United States,Pennsylvania,M,31,8/3/2023,Master's,Computer Science,9/29/2023,Antioch University,$23076.82,1/10/2023,8/3/2024,air
162,Raffaello,Stower,Student,1117253003,India,Uttar Pradesh,United States,Texas,M,28,8/14/2023,Bachelor's,Computer Science,7/24/2023,Lehigh Univervsity,$22561.13,1/11/2023,9/24/2024,air
163,Emilee,Jodrelle,Student,2724734944,India,Gujarat,United States,California,F,32,9/11/2023,Master's,Business Administration,10/20/2024,Samford University,$20981.79,1/19/2023,11/26/2024,air
164,Fionna,Blowfield,Student,2138456814,India,Gujarat,United States,Florida,F,20,8/20/2023,Master's,Computer Science,10/23/2024,Southeastern Baptist College,$13414.44,1/24/2023,4/27/2025,air
165,Brett,Spur,Student,5861458462,India,Andhra Pradesh,United States,Florida,M,22,8/25/2023,Bachelor's,Business Administration,9/18/2023,MGH Institute of Health Professions,$15654.87,1/18/2023,6/9/2024,air
166,Fran,Lewcock,Student,4636604540,India,Gujarat,United States,New York,F,27,8/30/2023,Master's,Business Administration,10/12/2024,Medical University of South Carolina,$10957.64,1/29/2023,10/2/2024,air
167,Fanya,Iredale,Student,9415557805,India,Uttar Pradesh,United States,Washington,F,30,8/30/2023,Master's,Business Administration,10/3/2023,Midland Lutheran College,$24707.15,1/3/2023,8/11/2024,air
168,Tasia,Pavlik,Student,9047639395,India,Uttar Pradesh,United States,Ohio,F,26,8/15/2023,Bachelor's,Business Administration,9/11/2023,Grand View College,$13046.38,1/5/2023,9/8/2024,air
169,Ruddie,Schulken,Student,8507272833,India,Uttar Pradesh,United States,District of Columbia,M,18,9/1/2023,Master's,Business Administration,8/5/2023,Central Methodist College,$15730.69,1/21/2023,8/17/2024,air
170,Waly,Trowl,Student,3193476521,India,Uttar Pradesh,United States,Missouri,F,31,8/17/2023,Bachelor's,Computer Science,6/12/2024,St. Joseph College of Nursing,$16409.47,1/1/2023,1/18/2025,air
171,Gabey,Burfoot,Student,5337596205,India,Gujarat,United States,Wisconsin,F,30,8/27/2023,Master's,Psychology,12/14/2024,Morningside College,$10062.29,1/23/2023,11/7/2024,air
172,Sanford,Gotcher,Student,5263210104,India,Andhra Pradesh,United States,Pennsylvania,M,22,9/7/2023,Master's,Computer Science,12/3/2023,Goucher College,$23975.91,1/8/2023,5/2/2024,air
173,Darcy,Brice,Student,7925827533,India,Andhra Pradesh,United States,Florida,M,21,8/2/2023,Master's,Computer Science,3/3/2024,The Johns Hopkins University,$22966.91,1/20/2023,8/22/2024,air
174,Carena,Leivesley,Student,9322813837,India,Andhra Pradesh,United States,Arizona,F,22,8/11/2023,Bachelor's,Computer Science,7/12/2023,Paine College,$20331.73,1/20/2023,5/27/2024,air
175,Correy,Bockett,Student,4234865873,India,Gujarat,United States,Connecticut,F,32,8/8/2023,Master's,Business Administration,4/7/2025,University of Wisconsin - Platteville,$10219.83,1/3/2023,12/6/2024,air
176,Timofei,Marlen,Student,5506770301,India,Gujarat,United States,New Jersey,M,31,8/26/2023,Bachelor's,Psychology,9/18/2024,University of the South,$18342.52,1/13/2023,5/22/2025,air
177,Allys,Sterre,Student,9892933771,India,Gujarat,United States,District of Columbia,F,35,8/25/2023,Master's,Business Administration,10/31/2024,Columbia College South Carolina,$22662.46,1/3/2023,7/13/2024,air
178,Charity,McCreath,Student,7654767369,India,Uttar Pradesh,United States,North Carolina,F,25,8/9/2023,Master's,Computer Science,1/10/2025,"Teachers College, Columbia University",$13463.72,1/16/2023,10/13/2024,air
179,Ali,Dudney,Student,7001121022,India,Uttar Pradesh,United States,Michigan,M,24,8/3/2023,Master's,Business Administration,1/16/2025,The College of New Jersey,$12971.75,1/16/2023,6/13/2024,air
180,Margeaux,Daffern,Student,4970304649,India,Andhra Pradesh,United States,Florida,F,19,8/30/2023,Master's,Computer Science,6/28/2024,Grantham University,$13118.88,1/15/2023,7/21/2024,air
181,Tobiah,Clemerson,Student,6025371936,India,Andhra Pradesh,United States,District of Columbia,M,29,9/6/2023,Master's,Computer Science,10/22/2024,Texas A&M International University,$23833.54,1/18/2023,11/5/2024,air
182,Hayden,Heindrich,Student,6664876345,India,Uttar Pradesh,United States,Michigan,M,28,8/8/2023,Bachelor's,Computer Science,3/16/2024,Conway School of Landscape Design,$23152.40,1/7/2023,3/30/2025,air
183,Pru,Headly,Student,6800789725,India,Andhra Pradesh,United States,Oklahoma,F,35,8/1/2023,Bachelor's,Business Administration,2/2/2024,California College for Health Sciences,$22459.93,1/23/2023,1/12/2025,air
184,Sean,Adamiak,Student,3802329922,India,Uttar Pradesh,United States,California,F,21,9/8/2023,Master's,Computer Science,6/24/2024,Jamestown College,$13562.20,1/5/2023,11/12/2024,air
185,Janean,Kuschek,Student,6068594853,India,Andhra Pradesh,United States,Georgia,F,26,9/14/2023,Bachelor's,Psychology,9/30/2023,Middlebury College,$11235.71,1/14/2023,1/6/2024,air
186,Rockwell,Elby,Student,3573975396,India,Uttar Pradesh,United States,District of Columbia,M,21,8/29/2023,Master's,Computer Science,9/7/2024,The Chicago School of Professional Psychology,$19606.01,1/17/2023,7/4/2024,air
187,Rainer,Parfitt,Student,4501585881,India,Andhra Pradesh,United States,Florida,M,25,8/26/2023,Bachelor's,Business Administration,2/13/2023,University of South Carolina - Sumter,$12920.75,1/12/2023,8/16/2024,air
188,Lindy,Reford,Student,7864567203,India,Uttar Pradesh,United States,Arizona,F,24,9/9/2023,Bachelor's,Computer Science,7/4/2024,The College of Westchester,$21442.80,1/15/2023,3/21/2024,air
189,Malinde,Dilston,Student,5533470186,India,Andhra Pradesh,United States,Kentucky,F,26,9/5/2023,Master's,Business Administration,5/25/2023,Mary Washington College,$12476.84,1/17/2023,1/30/2024,air
190,Mora,Frudd,Student,6701853382,India,Uttar Pradesh,United States,Virginia,F,31,8/9/2023,Master's,Computer Science,2/1/2023,Canisius College,$14939.35,1/29/2023,3/27/2024,air
191,Jolee,Haensel,Student,9934486156,India,Andhra Pradesh,United States,Oklahoma,F,31,8/14/2023,Master's,Business Administration,2/3/2024,Shoreline Community College,$16337.48,1/2/2023,7/1/2024,air
192,Kimmi,Cobbin,Student,3035112392,India,Andhra Pradesh,United States,Texas,F,31,9/5/2023,Master's,Business Administration,3/27/2024,University of Massachusetts at Lowell,$20072.67,1/18/2023,11/6/2024,air
193,Hailey,Extence,Student,2799081254,India,Uttar Pradesh,United States,Pennsylvania,M,34,8/9/2023,Master's,Computer Science,1/5/2025,Kaplan University,$22545.37,1/2/2023,4/15/2025,air
194,Frazier,Tame,Student,5747330376,India,Gujarat,United States,District of Columbia,M,23,9/10/2023,Bachelor's,Business Administration,3/8/2023,Washington and Lee University,$16861.58,1/6/2023,9/30/2024,air
195,Baird,Braunes,Student,7384307852,India,Gujarat,United States,Arizona,M,22,8/22/2023,Master's,Computer Science,7/4/2023,Radford University,$24648.47,1/1/2023,2/28/2025,air
196,Melly,Mingay,Student,8003285604,India,Gujarat,United States,Texas,F,32,8/18/2023,Master's,Computer Science,2/29/2024,IMPAC University,$22023.54,1/22/2023,4/6/2024,air
197,Lowrance,Daulton,Student,8905206650,India,Andhra Pradesh,United States,Washington,M,21,8/13/2023,Master's,Computer Science,12/3/2024,Canisius College,$20160.01,1/22/2023,5/24/2024,air
198,Lara,Alfonsini,Student,5013482026,India,Gujarat,United States,Wisconsin,F,20,8/27/2023,Master's,Business Administration,1/13/2024,Ferris State University,$10233.38,1/30/2023,9/12/2024,air
199,Robinetta,Caen,Student,1554321822,India,Gujarat,United States,Florida,F,35,9/6/2023,Master's,Business Administration,6/2/2023,Florida Institute of Technology,$18320.07,1/9/2023,11/5/2024,air
200,Broderick,Fanton,Student,6517541336,India,Gujarat,United States,Nebraska,M,32,9/5/2023,Master's,Computer Science,5/1/2024,Kansas Wesleyan University,$18235.62,1/25/2023,3/22/2025,air
201,Charmine,Order,Student,6649687107,India,Uttar Pradesh,United States,Colorado,F,25,9/9/2023,Master's,Computer Science,2/25/2024,MacMurray College,$20706.39,1/12/2023,5/8/2024,air
202,Byrle,Collibear,Student,7823764972,India,Uttar Pradesh,United States,Georgia,M,23,9/4/2023,Master's,Computer Science,2/20/2024,Hodges University,$21965.90,1/11/2023,1/4/2024,air
203,Wang,Stollberg,Student,6794173957,India,Uttar Pradesh,United States,Michigan,M,21,9/10/2023,Bachelor's,Computer Science,7/31/2023,Harvey Mudd College,$15398.23,1/14/2023,1/19/2024,air
204,Kristine,Winton,Student,7918360517,India,Gujarat,United States,Florida,F,35,9/6/2023,Master's,Computer Science,12/5/2023,Samford University,$17003.20,1/21/2023,4/13/2025,air
205,Sergio,Milsom,Student,6044602347,India,Gujarat,United States,New Jersey,M,18,8/23/2023,Master's,Computer Science,8/29/2023,Columbia International University,$10768.85,1/12/2023,3/22/2024,air
206,Eilis,Ferrara,Student,4010792737,India,Andhra Pradesh,United States,New Mexico,F,30,9/11/2023,Master's,Computer Science,11/23/2023,College for Financial Planning,$19918.65,1/28/2023,1/19/2025,air
207,Freemon,Dunbobbin,Student,2464260354,India,Andhra Pradesh,United States,Washington,M,27,8/21/2023,Master's,Psychology,10/21/2024,Loyola College in Maryland,$22835.54,1/8/2023,5/20/2024,air
208,Merla,Wellman,Student,8811058510,India,Uttar Pradesh,United States,Washington,F,33,8/25/2023,Master's,Computer Science,1/30/2024,Metropolitan State University,$14411.91,1/19/2023,8/18/2024,air
209,Louisette,Waliszewski,Student,5098002059,India,Andhra Pradesh,United States,California,F,33,8/18/2023,Master's,Computer Science,3/23/2025,University of Mississippi,$13512.86,1/14/2023,3/26/2025,air
210,Richie,Crepin,Student,5173262352,India,Gujarat,United States,Louisiana,M,22,8/8/2023,Master's,Computer Science,2/26/2024,Morehead State University,$12835.04,1/26/2023,3/18/2024,air
211,Rodney,Margiotta,Student,1066583789,India,Gujarat,United States,Washington,M,23,9/2/2023,Bachelor's,Computer Science,10/31/2023,Oakland University,$17083.66,1/1/2023,4/9/2024,air
212,Tori,Musla,Student,8261406325,India,Uttar Pradesh,United States,Oregon,F,35,8/11/2023,Master's,Computer Science,6/11/2024,Oklahoma State University - Institute of Technology,$10576.31,1/5/2023,5/1/2025,air
213,Genevieve,Gallegos,Student,6674330002,India,Gujarat,United States,Washington,F,35,8/9/2023,Master's,Computer Science,9/7/2024,Kansas City Art Institute,$12408.56,1/12/2023,7/26/2024,air
214,Xaviera,Mustin,Student,2385643867,India,Andhra Pradesh,United States,Nevada,F,33,8/7/2023,Master's,Business Administration,1/22/2024,Atlantic University,$23221.05,1/19/2023,5/1/2024,air
215,Myer,Pilfold,Student,7548142494,India,Gujarat,United States,Wyoming,M,34,8/12/2023,Master's,Computer Science,7/1/2024,Uniformed Services Universty of the Health Sciences,$17851.10,1/8/2023,2/19/2025,air
216,Georgette,McArt,Student,4915864573,India,Gujarat,United States,Ohio,F,18,9/2/2023,Bachelor's,Computer Science,6/20/2023,Wheaton College Massachusetts,$13505.65,1/15/2023,3/31/2024,air
217,Michel,Coultass,Student,6628110704,India,Uttar Pradesh,United States,Kansas,F,24,8/1/2023,Master's,Computer Science,10/8/2024,Virginia Union University,$19295.49,1/20/2023,3/3/2024,air
218,Haskell,Toppin,Student,7811048572,India,Andhra Pradesh,United States,Colorado,M,22,8/21/2023,Master's,Computer Science,2/12/2024,Lindsey Wilson College,$12446.94,1/28/2023,2/25/2025,air
219,Trstram,Kibel,Student,2336250070,India,Andhra Pradesh,United States,Kansas,M,18,8/22/2023,Bachelor's,Computer Science,9/19/2023,Gratz College,$24821.05,1/12/2023,12/9/2024,air
220,Grace,Marchington,Student,2335714879,India,Andhra Pradesh,United States,Virginia,F,32,8/8/2023,Master's,Business Administration,4/17/2023,Alabama State University,$20498.82,1/14/2023,8/20/2024,air
221,Stanleigh,Thrush,Student,5311671828,India,Andhra Pradesh,United States,California,M,31,8/21/2023,Master's,Computer Science,11/21/2024,Woodbury University,$19777.42,1/21/2023,1/13/2025,air
222,Diana,Culkin,Student,3528969765,India,Gujarat,United States,New Jersey,F,33,9/9/2023,Bachelor's,Computer Science,4/7/2024,Meredith College,$21127.71,1/20/2023,1/5/2024,air
223,Torin,Catterill,Student,4901360836,India,Gujarat,United States,Connecticut,M,35,8/27/2023,Master's,Computer Science,10/29/2024,Seattle Pacific University,$11303.23,1/20/2023,6/24/2024,air
224,Artemus,O'Donnelly,Student,4157820512,India,Andhra Pradesh,United States,California,M,27,9/1/2023,Bachelor's,Computer Science,1/30/2023,Oklahoma State University,$15109.33,1/11/2023,12/6/2024,air
225,Bearnard,Leonardi,Student,3812766838,India,Andhra Pradesh,United States,Pennsylvania,M,27,8/12/2023,Master's,Computer Science,4/30/2023,California Baptist College,$11511.20,1/12/2023,4/9/2024,air
226,Teddie,Fattori,Student,1889366637,India,Andhra Pradesh,United States,Arizona,F,18,8/25/2023,Master's,Business Administration,8/24/2023,Abilene Christian University,$22143.56,1/1/2023,7/6/2024,air
227,Sallyanne,Hughesdon,Student,4936082710,India,Uttar Pradesh,United States,Maryland,F,26,8/24/2023,Master's,Business Administration,2/28/2024,Illinois State University,$11820.95,1/21/2023,2/13/2024,air
228,Yorke,Lukovic,Student,8972971686,India,Andhra Pradesh,United States,Minnesota,M,33,8/25/2023,Master's,Computer Science,5/4/2023,Shippensburg University of Pennsylvania,$11729.97,1/6/2023,2/20/2024,air
229,Xever,Redon,Student,3882655939,India,Gujarat,United States,California,M,22,8/23/2023,Master's,Business Administration,12/31/2023,Columbus State University,$16969.22,1/10/2023,2/14/2024,air
230,Izzy,Landis,Student,3000993567,India,Uttar Pradesh,United States,Louisiana,M,21,9/9/2023,Bachelor's,Business Administration,3/13/2023,Sanford-Brown Institute,$19203.50,1/2/2023,1/30/2024,air
231,Tito,Bucknell,Student,3862486211,India,Andhra Pradesh,United States,Hawaii,M,31,8/15/2023,Bachelor's,Computer Science,6/11/2024,East Central University,$11832.64,1/23/2023,1/12/2024,air
232,Brandais,Grinsted,Student,7956775828,India,Uttar Pradesh,United States,California,F,21,8/3/2023,Master's,Computer Science,1/19/2024,University of Connecticut at Stamford,$21616.82,1/11/2023,11/16/2024,air
233,Ogdan,Monkeman,Student,6326782249,India,Gujarat,United States,Texas,M,32,8/2/2023,Master's,Business Administration,3/12/2024,Grace Bible College,$22021.67,1/7/2023,4/6/2025,air
234,Camel,Balogun,Student,9468096739,India,Gujarat,United States,West Virginia,F,28,8/12/2023,Master's,Computer Science,12/18/2023,Silver Lake College,$23701.42,1/18/2023,6/7/2024,air
235,Bella,Kinkaid,Student,3251783471,India,Andhra Pradesh,United States,Texas,F,29,8/24/2023,Master's,Computer Science,7/20/2023,Oberlin College,$14428.23,1/24/2023,7/6/2024,air
236,Mella,Bowcher,Student,7869093487,India,Uttar Pradesh,United States,Minnesota,F,32,8/12/2023,Master's,Computer Science,6/10/2024,Mount Marty College,$23914.82,1/5/2023,3/7/2024,air
237,Brook,Nussen,Student,6048799965,India,Andhra Pradesh,United States,Florida,F,18,8/28/2023,Master's,Computer Science,12/16/2024,Walsh College of Accountancy and Business Administration,$12837.67,1/13/2023,12/27/2023,air
238,Alberik,Goodread,Student,7474769926,India,Uttar Pradesh,United States,Indiana,M,31,9/13/2023,Master's,Computer Science,6/7/2024,Hagerstown Community College,$10420.07,1/25/2023,3/18/2024,air
239,Ardath,Watkiss,Student,2502914554,India,Andhra Pradesh,United States,California,F,21,9/3/2023,Master's,Computer Science,4/14/2025,King's College,$13831.01,1/19/2023,8/31/2024,air
240,Pierce,Yuille,Student,1512985554,India,Uttar Pradesh,United States,District of Columbia,M,34,8/21/2023,Bachelor's,Computer Science,7/16/2023,ITT Technical Institute Maitland,$19368.28,1/13/2023,6/1/2024,air
241,Teresita,Oger,Student,9726385865,India,Uttar Pradesh,United States,Pennsylvania,F,35,8/12/2023,Master's,Computer Science,10/16/2023,Sheldon Jackson College,$23417.26,1/5/2023,4/19/2024,air
242,Alec,Keaton,Student,8683953242,India,Andhra Pradesh,United States,Hawaii,M,34,8/16/2023,Bachelor's,Psychology,6/14/2023,Olivet Nazarene University,$15668.80,1/15/2023,12/24/2023,air
243,Adrianna,Stollenberg,Student,7710247778,India,Uttar Pradesh,United States,Texas,F,34,8/23/2023,Master's,Computer Science,6/23/2024,University of Colorado at Denver,$23233.96,1/23/2023,12/21/2024,air
244,Eugine,Clowney,Student,2192876953,India,Uttar Pradesh,United States,Iowa,F,18,8/30/2023,Master's,Computer Science,4/29/2025,University of New Mexico,$19569.18,1/16/2023,4/6/2024,air
245,Bernelle,Pevsner,Student,8967596553,India,Uttar Pradesh,United States,Ohio,F,30,8/15/2023,Master's,Computer Science,3/9/2023,South Dakota School of Mines and Technology,$13582.89,1/23/2023,9/15/2024,air
246,Vidovic,Damiral,Student,9149790160,India,Andhra Pradesh,United States,Pennsylvania,M,19,8/6/2023,Bachelor's,Computer Science,2/25/2023,Baker College of Cadillac,$16781.43,1/14/2023,4/19/2025,air
247,Mychal,Furmston,Student,8630039898,India,Gujarat,United States,Kentucky,M,31,8/23/2023,Master's,Computer Science,5/17/2024,Western State University College of Law,$20503.26,1/15/2023,2/15/2025,air
248,Hasty,Wisham,Student,8354560405,India,Uttar Pradesh,United States,Colorado,M,26,8/17/2023,Bachelor's,Computer Science,4/28/2024,Ramapo College of New Jersey,$19680.78,1/11/2023,8/20/2024,air
249,Lorine,Tennet,Student,5948888159,India,Gujarat,United States,District of Columbia,F,29,8/23/2023,Master's,Computer Science,4/5/2025,National Defense University,$12147.89,1/8/2023,1/28/2025,air
250,Edgardo,Fardell,Student,6836981100,India,Gujarat,United States,Florida,M,34,9/10/2023,Master's,Computer Science,12/21/2023,George Mason University,$15515.85,1/19/2023,2/24/2025,air
251,Nikolia,Toopin,Student,1405370410,India,Gujarat,United States,California,F,27,8/18/2023,Master's,Computer Science,2/20/2024,Metropolitan State College of Denver,$10146.71,1/13/2023,3/16/2025,air
252,Jimmy,Cotte,Student,1413464632,India,Uttar Pradesh,United States,Kentucky,M,20,8/10/2023,Master's,Computer Science,11/30/2023,Hartford College for Women,$23910.11,1/22/2023,3/23/2024,air
253,Angie,Roft,Student,2831132120,India,Uttar Pradesh,United States,Alabama,M,28,8/9/2023,Bachelor's,Business Administration,5/25/2024,Goucher College,$19654.26,1/23/2023,3/30/2025,air
254,Lolita,Conway,Student,1955159899,India,Andhra Pradesh,United States,Massachusetts,F,22,9/1/2023,Master's,Psychology,4/14/2025,"Concordia University, Portland",$21343.64,1/16/2023,8/18/2024,air
255,Ynez,McKinney,Student,1173343023,India,Andhra Pradesh,United States,Nevada,F,26,8/2/2023,Master's,Business Administration,9/26/2024,College of Charleston,$19587.82,1/22/2023,9/15/2024,air
256,Aime,Koopman,Student,2270870301,India,Andhra Pradesh,United States,Florida,F,30,8/6/2023,Master's,Business Administration,4/2/2025,Pillsbury Baptist Bible College,$18719.26,1/28/2023,3/22/2025,air
257,Rosco,Thurgood,Student,3662080443,India,Uttar Pradesh,United States,Colorado,M,27,8/4/2023,Master's,Computer Science,8/17/2024,Carlow College,$24815.66,1/6/2023,3/19/2025,air
258,Derek,Llop,Student,9368946772,India,Andhra Pradesh,United States,Kansas,M,34,8/22/2023,Master's,Business Administration,2/2/2023,Phillips Graduate Institute,$23994.65,1/8/2023,1/21/2025,air
259,Reuven,Amsden,Student,9180319143,India,Uttar Pradesh,United States,Texas,M,28,8/27/2023,Master's,Business Administration,9/1/2023,Divine Word College,$24122.91,1/18/2023,1/16/2025,air
260,Kristen,Meadley,Student,3009654243,India,Gujarat,United States,Texas,F,26,8/16/2023,Master's,Computer Science,4/17/2024,Rochester Institute of Technology,$24527.25,1/3/2023,4/20/2025,air
261,Hermia,Moncreiff,Student,1656373618,India,Andhra Pradesh,United States,Indiana,F,29,8/29/2023,Master's,Business Administration,8/7/2023,Brigham Young University Hawaii,$15217.81,1/7/2023,2/13/2024,air
262,Carmon,Kinder,Student,7138549487,India,Andhra Pradesh,United States,Washington,F,28,8/10/2023,Master's,Psychology,3/22/2025,Baptist Bible College of Pennsylvania,$14418.18,1/22/2023,5/13/2025,air
263,Marina,Mehmet,Student,9674382117,India,Andhra Pradesh,United States,Indiana,F,23,9/6/2023,Bachelor's,Computer Science,3/3/2023,Temple University School of Podiatric Medicine,$17910.45,1/30/2023,4/27/2024,air
264,Elli,Eldon,Student,5416952991,India,Uttar Pradesh,United States,Virginia,F,24,9/12/2023,Bachelor's,Computer Science,5/31/2024,Indiana Wesleyan University,$14828.52,1/27/2023,2/24/2025,air
265,Deina,McKinnell,Student,9305919346,India,Andhra Pradesh,United States,Virginia,F,31,9/10/2023,Master's,Computer Science,7/5/2024,Robert Morris College,$20041.73,1/14/2023,7/15/2024,air
266,Ernest,Slide,Student,1621604567,India,Uttar Pradesh,United States,Nevada,M,32,8/21/2023,Master's,Business Administration,6/30/2024,Lee University,$18609.37,1/23/2023,9/19/2024,air
267,Rossy,Haresign,Student,8565189787,India,Gujarat,United States,South Carolina,M,24,8/9/2023,Bachelor's,Computer Science,3/8/2024,"Florida Metropolitan University, Tampa College Lakeland",$14209.72,1/27/2023,2/1/2025,air
268,Karil,Loraine,Student,6067850667,India,Andhra Pradesh,United States,Tennessee,F,31,9/8/2023,Master's,Business Administration,9/28/2024,Purdue University Calumet,$23243.14,1/5/2023,1/1/2024,air
269,Keane,Bracher,Student,3412436266,India,Uttar Pradesh,United States,District of Columbia,M,19,8/27/2023,Bachelor's,Computer Science,8/4/2024,Connecticut College,$18309.02,1/13/2023,3/26/2024,air
270,Shermy,Macieiczyk,Student,5646682473,India,Uttar Pradesh,United States,Kentucky,M,24,9/1/2023,Master's,Computer Science,4/19/2025,University of Charleston,$13615.86,1/6/2023,6/1/2024,air
271,Franky,Dimitru,Student,3074002657,India,Uttar Pradesh,United States,New York,M,24,8/23/2023,Bachelor's,Computer Science,12/18/2023,Pennsylvania State University - Abington,$14369.74,1/4/2023,6/12/2024,air
272,Myrah,Sumsion,Student,5595802629,India,Uttar Pradesh,United States,California,F,30,8/11/2023,Master's,Computer Science,5/2/2024,American University,$18839.46,1/17/2023,10/4/2024,air
273,Candide,Andersch,Student,2358498127,India,Andhra Pradesh,United States,West Virginia,F,32,9/6/2023,Bachelor's,Business Administration,8/6/2023,Ohio Wesleyan University,$23689.09,1/3/2023,4/15/2025,air
274,Micky,Tankard,Student,1034083103,India,Gujarat,United States,Connecticut,F,24,8/25/2023,Master's,Computer Science,1/9/2023,Grand Canyon University,$11063.87,1/25/2023,2/28/2024,air
275,Letta,Byfford,Student,3329258678,India,Andhra Pradesh,United States,Tennessee,F,35,8/6/2023,Master's,Business Administration,3/11/2025,"Davenport College of Business, Lansing",$14185.76,1/8/2023,2/9/2025,air
276,Christoph,Peeke,Student,7236710826,India,Uttar Pradesh,United States,Pennsylvania,M,35,8/28/2023,Master's,Business Administration,4/22/2024,Alcorn State University,$12195.03,1/25/2023,12/3/2024,air
277,Neysa,Bonner,Student,7558659534,India,Gujarat,United States,Indiana,F,18,8/13/2023,Master's,Business Administration,1/31/2024,Louisiana State University at Alexandria,$23316.89,1/30/2023,5/13/2024,air
278,Livia,Corney,Student,7309712829,India,Uttar Pradesh,United States,Florida,F,33,8/15/2023,Master's,Computer Science,12/11/2023,Wellesley College,$23766.18,1/17/2023,12/28/2024,air
