id,first_name,last_name,gender,age,visa_type,passport_number,nationality,state,destination country,destination state,entry date,exit date,estimated expenses,transportion mode,degree_type,major,institution,start_date,end_date,visa_sub_type,,,,,,,,,,,,,,,,,,
390,Laurene,Remer,F,28,Student,5636646820,Taiwan,,United States,Missouri,8/25/2023,10/02/23,$11102.78,air,Master's,Computer Science,North Carolina School of the Arts,1/23/2023,03/09/24,,,,,,,,,,,,,,,,,,,
391,Elene,Sainsberry,F,27,Student,4337308153,Taiwan,,United States,Nebraska,8/25/2023,09/06/23,$24261.72,air,Master's,Computer Science,Millsaps College,01/09/23,3/20/2025,,,,,,,,,,,,,,,,,,,
392,Gwenora,Bentote,F,33,Student,1914703264,Taiwan,,United States,Delaware,09/04/23,12/24/2024,$15390.36,air,Master's,Computer Science,Johnson C. Smith University,01/11/23,2/23/2025,,,,,,,,,,,,,,,,,,,
393,Townsend,Maraga,M,20,Student,2548563116,Taiwan,,United States,Idaho,09/04/23,08/05/23,$24228.17,air,Master's,Business Administration,Case Western Reserve University,1/20/2023,2/15/2025,,,,,,,,,,,,,,,,,,,
394,Flynn,Garford,M,28,Student,2612320697,Taiwan,,United States,Texas,09/06/23,5/22/2024,$21046.10,air,Master's,Computer Science,Georgia School of Professional Psychology,1/16/2023,06/12/24,,,,,,,,,,,,,,,,,,,
395,Urbanus,Sperry,M,35,Student,7105300654,Taiwan,,United States,Virginia,8/31/2023,1/24/2023,$22136.42,air,Master's,Computer Science,Keene State College,01/06/23,1/28/2025,,,,,,,,,,,,,,,,,,,
396,Danni,Mee,F,23,Student,6751591067,Taiwan,,United States,Texas,8/30/2023,10/03/24,$23731.18,air,Master's,Psychology,Oral Roberts University,01/02/23,02/05/24,,,,,,,,,,,,,,,,,,,
397,Wally,Gerge,M,19,Student,9999351890,Taiwan,,United States,Colorado,08/06/23,12/31/2023,$21167.02,air,Master's,Business Administration,"Rasmussen College, Florida Campuses",1/19/2023,11/03/24,,,,,,,,,,,,,,,,,,,
398,Phillipp,Charlesworth,M,32,Student,3586385093,Taiwan,,United States,Texas,09/06/23,5/27/2023,$23161.80,air,Master's,Computer Science,Christian Heritage College,1/14/2023,8/24/2024,,,,,,,,,,,,,,,,,,,
399,Neale,Giovanizio,M,34,Student,9687533607,Taiwan,,United States,Louisiana,09/01/23,3/27/2023,$21147.34,air,Master's,Psychology,Yorker International University,1/29/2023,10/19/2024,,,,,,,,,,,,,,,,,,,
400,Pauli,O'Coskerry,F,24,Student,2371614187,Taiwan,,United States,Connecticut,8/16/2023,09/02/23,$16101.61,air,Master's,Computer Science,Hesser College,01/11/23,10/25/2024,,,,,,,,,,,,,,,,,,,
401,Daphna,Gallehawk,F,24,Student,2934685286,Taiwan,,United States,Florida,8/28/2023,10/13/2023,$24397.22,air,Master's,Computer Science,Michigan State University,1/19/2023,1/27/2025,,,,,,,,,,,,,,,,,,,
402,Isador,Bursell,M,27,Student,3373008103,Taiwan,,United States,Kentucky,08/12/23,04/10/24,$16210.26,air,Master's,Computer Science,University of North Texas Health Science Center at Fort Worth,01/10/23,07/05/24,,,,,,,,,,,,,,,,,,,
403,Carroll,Varga,M,25,Student,2030718515,Taiwan,,United States,Louisiana,08/03/23,9/25/2023,$24630.73,air,Master's,Business Administration,Maharishi University of Management,1/14/2023,12/19/2024,,,,,,,,,,,,,,,,,,,
404,Fielding,Garner,M,30,Student,6989326355,Taiwan,,United States,Iowa,8/28/2023,8/15/2024,$18739.58,air,Master's,Computer Science,Houghton College,01/01/23,03/08/25,,,,,,,,,,,,,,,,,,,
405,Tova,Riddell,F,35,Student,3464529551,Taiwan,,United States,New Mexico,09/08/23,04/06/24,$17401.36,air,Master's,Business Administration,San Francisco Art Institute,1/14/2023,1/16/2025,,,,,,,,,,,,,,,,,,,
406,Dieter,Muckart,M,25,Student,6230573024,Taiwan,,United States,Illinois,8/30/2023,04/06/25,$19461.03,air,Master's,Business Administration,Southwest Missouri State University - West Plains,01/11/23,02/02/24,,,,,,,,,,,,,,,,,,,
407,Sully,Markus,M,19,Student,7170645841,Taiwan,,United States,Florida,9/13/2023,9/24/2023,$24177.44,air,Master's,Psychology,University of Central Florida,1/21/2023,4/14/2025,,,,,,,,,,,,,,,,,,,
408,Yetty,Agirre,F,34,Student,2104422481,Taiwan,,United States,Nevada,09/02/23,3/26/2025,$11898.36,air,Master's,Computer Science,Kettering University (GMI),1/26/2023,9/16/2024,,,,,,,,,,,,,,,,,,,
409,Kinny,Reaper,M,27,Student,6812870571,Taiwan,,United States,California,08/05/23,7/13/2023,$24696.91,air,Master's,Business Administration,Adams State College,01/10/23,11/28/2024,,,,,,,,,,,,,,,,,,,
410,Woodman,Marion,M,27,Student,9074692164,Taiwan,,United States,Illinois,09/07/23,03/05/24,$24230.07,air,Master's,Computer Science,Lincoln University San Francisco,1/29/2023,9/24/2024,,,,,,,,,,,,,,,,,,,
411,Cristian,Carrell,M,29,Student,6084453750,Taiwan,,United States,California,8/19/2023,1/24/2024,$19123.34,air,Master's,Computer Science,Chapman University,1/24/2023,11/18/2024,,,,,,,,,,,,,,,,,,,
412,Bord,Chedgey,M,22,Student,6974761233,Taiwan,,United States,Tennessee,8/22/2023,10/28/2023,$22308.35,air,Master's,Computer Science,Northwest College of Art,1/28/2023,12/13/2024,,,,,,,,,,,,,,,,,,,
413,Celia,Bird,F,22,Student,3305151626,Taiwan,,United States,Oklahoma,8/17/2023,6/28/2024,$15979.47,air,Master's,Computer Science,Florida Atlantic University,1/17/2023,05/08/24,,,,,,,,,,,,,,,,,,,
414,Lidia,Dybald,F,34,Student,7936659439,Taiwan,,United States,North Carolina,8/14/2023,11/10/24,$15700.15,air,Master's,Business Administration,Andon College - Stockton,01/05/23,03/12/25,,,,,,,,,,,,,,,,,,,
415,Stern,Miguet,M,21,Student,9930871044,Taiwan,,United States,Texas,08/12/23,3/21/2023,$13435.46,air,Master's,Computer Science,Harrington Institute of Interior Design,1/22/2023,11/17/2024,,,,,,,,,,,,,,,,,,,
416,Griz,Giuroni,M,35,Student,7950230408,Taiwan,,United States,Texas,08/10/23,03/01/25,$20018.57,air,Master's,Computer Science,University of Utah,01/05/23,1/18/2025,,,,,,,,,,,,,,,,,,,
417,Domenic,Dumphries,M,28,Student,1379110070,Taiwan,,United States,California,8/28/2023,06/05/23,$16649.20,air,Master's,Business Administration,Creighton University,1/27/2023,06/05/24,,,,,,,,,,,,,,,,,,,
418,Cindee,Dungey,F,18,Student,5059393316,Taiwan,,United States,Texas,09/04/23,3/13/2024,$16999.38,air,Master's,Business Administration,Baker College of Port Huron,01/06/23,12/05/24,,,,,,,,,,,,,,,,,,,
419,Ethe,Easeman,M,33,Student,2409049799,Taiwan,,United States,Pennsylvania,09/11/23,07/02/24,$20044.35,air,Master's,Computer Science,Piedmont College,01/12/23,05/02/25,,,,,,,,,,,,,,,,,,,
420,Nat,Feechum,M,30,Student,3902072529,Taiwan,,United States,Michigan,8/28/2023,3/25/2025,$10678.11,air,Master's,Psychology,Bethany College California,01/07/23,03/09/24,,,,,,,,,,,,,,,,,,,
421,Remington,Gartshore,M,18,Student,6258438621,Taiwan,,United States,Virginia,08/09/23,09/05/24,$16039.96,air,Master's,Computer Science,Armstrong University,1/21/2023,5/30/2024,,,,,,,,,,,,,,,,,,,
422,Lindy,Dennett,F,32,Student,1288809106,Taiwan,,United States,Florida,09/07/23,3/17/2023,$24211.77,air,Master's,Business Administration,Robert Morris College of Chicago,01/11/23,5/23/2025,,,,,,,,,,,,,,,,,,,
423,Darlleen,Thornbarrow,F,26,Student,4001449907,Taiwan,,United States,Pennsylvania,09/10/23,05/11/23,$23551.70,air,Master's,Psychology,Lander University,1/18/2023,09/11/24,,,,,,,,,,,,,,,,,,,
424,Lianne,Roly,F,19,Student,1097531820,Taiwan,,United States,Georgia,09/09/23,12/14/2024,$13371.87,air,Master's,Computer Science,Oklahoma Baptist University,1/14/2023,3/21/2025,,,,,,,,,,,,,,,,,,,
425,Hebert,Oldknow,M,18,Student,2904464550,Taiwan,,United States,Arizona,09/04/23,3/19/2023,$21754.18,air,Master's,Computer Science,St. Bernard's Institute,01/11/23,8/20/2024,,,,,,,,,,,,,,,,,,,
426,Bernette,McCaster,F,29,Student,6006586695,Taiwan,,United States,California,08/01/23,1/18/2025,$19706.89,air,Master's,Computer Science,Elmhurst College,1/27/2023,12/07/24,,,,,,,,,,,,,,,,,,,
427,Francisco,Batchelour,M,33,Student,7941654686,Taiwan,,United States,Iowa,08/03/23,4/27/2023,$23937.67,air,Master's,Computer Science,Thomas College Maine,1/30/2023,2/16/2024,,,,,,,,,,,,,,,,,,,
428,Craggie,Brandassi,M,27,Student,7520051147,Taiwan,,United States,Florida,09/01/23,11/03/23,$12559.36,air,Master's,Computer Science,Capital University Law School,1/27/2023,04/05/24,,,,,,,,,,,,,,,,,,,
429,Therese,Tizard,F,30,Student,9777008458,Taiwan,,United States,Pennsylvania,09/07/23,11/05/24,$23950.58,air,Master's,Computer Science,Texas Southern University,1/29/2023,5/13/2024,,,,,,,,,,,,,,,,,,,
430,Franky,Krolman,M,32,Student,5624712428,Taiwan,,United States,Ohio,8/19/2023,5/13/2023,$16686.72,air,Master's,Business Administration,University of Alaska - Fairbanks,1/27/2023,07/02/24,,,,,,,,,,,,,,,,,,,
431,Kelci,Bromige,F,28,Student,2394191234,Taiwan,,United States,Missouri,8/14/2023,09/02/23,$11763.36,air,Master's,Psychology,Southern California College,1/25/2023,5/16/2024,,,,,,,,,,,,,,,,,,,
432,Honoria,Pesik,F,19,Student,1159807039,Taiwan,,United States,Alabama,08/07/23,8/31/2024,$13417.94,air,Master's,Computer Science,University of Evansville,1/24/2023,6/26/2024,,,,,,,,,,,,,,,,,,,
433,Magdalena,Gudde,F,29,Student,6244860774,Taiwan,,United States,Georgia,8/21/2023,11/30/2023,$21003.30,air,Master's,Computer Science,California College San Diego,01/03/23,11/19/2024,,,,,,,,,,,,,,,,,,,
434,Sophey,McCarle,F,30,Student,3524748584,Taiwan,,United States,Indiana,09/11/23,7/24/2024,$18321.72,air,Master's,Computer Science,Northwest Missouri State University,01/10/23,4/30/2024,,,,,,,,,,,,,,,,,,,
435,Tilly,Quade,F,24,Student,7612590064,Taiwan,,United States,Illinois,8/26/2023,4/24/2024,$21390.61,air,Master's,Business Administration,Elizabeth City State University,1/22/2023,9/19/2024,,,,,,,,,,,,,,,,,,,
436,Minor,Danelut,M,27,Student,4977194717,Taiwan,,United States,West Virginia,08/08/23,1/20/2023,$22691.11,air,Master's,Business Administration,Florida Memorial College,01/08/23,08/01/24,,,,,,,,,,,,,,,,,,,
437,Lyndsie,Barter,F,32,Student,1176092192,Taiwan,,United States,Virginia,09/03/23,01/03/25,$18030.14,air,Master's,Computer Science,Muhlenberg College,01/07/23,10/24/2024,,,,,,,,,,,,,,,,,,,
438,Zulema,Luppitt,F,24,Student,8149980596,Taiwan,,United States,Texas,09/05/23,06/04/24,$15584.59,air,Master's,Computer Science,Utah Valley State College,01/05/23,6/30/2024,,,,,,,,,,,,,,,,,,,
439,Ameline,Mayho,F,21,Student,3619749085,Taiwan,,United States,Oregon,08/08/23,09/09/23,$24997.55,air,Master's,Business Administration,Catawba College,01/09/23,11/22/2024,,,,,,,,,,,,,,,,,,,
440,Ferrell,Sitlinton,M,34,Student,8368507914,Taiwan,,United States,Florida,09/01/23,7/20/2023,$23538.69,air,Master's,Business Administration,Dickinson College,1/20/2023,08/01/24,,,,,,,,,,,,,,,,,,,
441,Franz,McAuslene,M,32,Student,2146272814,Taiwan,,United States,Kansas,8/18/2023,10/31/2024,$14658.86,air,Master's,Business Administration,Touro University,1/19/2023,1/27/2024,,,,,,,,,,,,,,,,,,,
442,Tammie,Orto,F,29,Student,5519945913,Taiwan,,United States,Florida,8/19/2023,10/04/24,$12722.37,air,Master's,Computer Science,Alfred University,1/26/2023,07/12/24,,,,,,,,,,,,,,,,,,,
443,Mohammed,Thonger,M,19,Student,9963942750,Taiwan,,United States,Hawaii,09/11/23,3/21/2024,$20842.09,air,Master's,Computer Science,Missouri Valley College,01/07/23,12/04/24,,,,,,,,,,,,,,,,,,,
444,Taddeusz,Messham,M,22,Student,4876018042,Taiwan,,United States,Massachusetts,09/07/23,02/02/23,$23531.41,air,Master's,Business Administration,Central Michigan University,1/22/2023,04/11/25,,,,,,,,,,,,,,,,,,,
445,Hedwig,Monson,F,18,Student,3364726612,Taiwan,,United States,Oregon,8/20/2023,02/01/23,$19558.57,air,Master's,Computer Science,"California State University, San Bernadino",1/24/2023,11/25/2024,,,,,,,,,,,,,,,,,,,
446,Dougie,Bunney,M,22,Student,9162224692,Taiwan,,United States,Texas,8/23/2023,7/25/2023,$22133.67,air,Master's,Business Administration,Gustavus Adolphus College,1/29/2023,7/16/2024,,,,,,,,,,,,,,,,,,,
447,Giuseppe,Allix,M,29,Student,2931178019,Taiwan,,United States,South Carolina,8/30/2023,3/20/2025,$22121.19,air,Master's,Business Administration,Washburn University,01/11/23,4/24/2025,,,,,,,,,,,,,,,,,,,
448,Westley,Union,M,21,Student,5704162621,Taiwan,,United States,New York,09/07/23,03/05/25,$18112.26,air,Master's,Business Administration,Carroll College Waukesha,1/18/2023,04/06/24,,,,,,,,,,,,,,,,,,,
449,Abbye,Shah,F,28,Student,4771823024,Taiwan,,United States,Arizona,8/24/2023,11/08/23,$17256.35,air,Master's,Psychology,Trinity College Connecticut,01/08/23,3/14/2024,,,,,,,,,,,,,,,,,,,
450,Avrom,Palffy,M,25,Student,3680671313,Taiwan,,United States,Texas,08/01/23,01/05/23,$21769.17,air,Master's,Computer Science,United States Merchant Marine Academy,1/14/2023,8/25/2024,,,,,,,,,,,,,,,,,,,
451,June,Heistermann,F,31,Student,7469042517,Taiwan,,United States,Michigan,09/08/23,5/18/2024,$16768.63,air,Master's,Computer Science,Morehouse School of Medicine,1/27/2023,05/01/25,,,,,,,,,,,,,,,,,,,
452,Ingeberg,Baress,F,20,Student,6767475535,Taiwan,,United States,Texas,08/11/23,04/12/24,$16360.90,air,Master's,Computer Science,Simpson College,1/30/2023,12/25/2024,,,,,,,,,,,,,,,,,,,
453,Dallon,Furman,M,34,Student,5664336522,Taiwan,,United States,Illinois,09/05/23,08/02/23,$14029.80,air,Master's,Computer Science,University of Northern Iowa,01/07/23,03/11/24,,,,,,,,,,,,,,,,,,,
454,Ki,Klain,F,34,Student,5230021833,Taiwan,,United States,Ohio,8/24/2023,10/10/24,$13374.78,air,Master's,Business Administration,Vermont Technical College,01/10/23,7/23/2024,,,,,,,,,,,,,,,,,,,
455,Sadella,Giacubbo,F,27,Student,1759599318,Taiwan,,United States,Colorado,8/21/2023,2/23/2023,$16551.20,air,Master's,Business Administration,Brown University,01/11/23,7/15/2024,,,,,,,,,,,,,,,,,,,
456,Freemon,Bonellie,M,34,Student,5548690887,Taiwan,,United States,Missouri,8/30/2023,08/10/24,$23544.33,air,Master's,Computer Science,State University of New York College at Potsdam,01/07/23,2/17/2024,,,,,,,,,,,,,,,,,,,
457,Jilleen,Edlin,F,29,Student,3853573962,Taiwan,,United States,Texas,09/11/23,04/01/25,$18214.07,air,Master's,Computer Science,Midwestern University,01/12/23,06/08/24,,,,,,,,,,,,,,,,,,,
458,Allard,Cattel,M,30,Student,6893856305,Taiwan,,United States,Colorado,8/28/2023,11/20/2024,$24776.46,air,Master's,Psychology,Albany Medical Center,1/29/2023,4/30/2025,,,,,,,,,,,,,,,,,,,
459,Karee,Brason,F,33,Student,8401502764,Taiwan,,United States,Louisiana,09/07/23,05/12/24,$20113.68,air,Master's,Business Administration,Eckerd College,1/21/2023,01/03/24,,,,,,,,,,,,,,,,,,,
460,Phillipp,Nannetti,M,20,Student,4026833616,Taiwan,,United States,Oklahoma,09/04/23,12/30/2023,$24443.26,air,Master's,Business Administration,University of Texas Health Science Center at San Antonio,1/29/2023,03/07/24,,,,,,,,,,,,,,,,,,,
461,Ilyssa,Abarough,F,23,Student,3430731324,Taiwan,,United States,California,09/12/23,3/19/2024,$22948.09,air,Master's,Computer Science,Southern California Institute of Architecture,1/13/2023,5/30/2025,,,,,,,,,,,,,,,,,,,
462,Mari,Tett,F,22,Student,1624849082,Taiwan,,United States,Florida,8/19/2023,4/20/2023,$11582.08,air,Master's,Computer Science,Brevard College,01/03/23,3/17/2024,,,,,,,,,,,,,,,,,,,
463,Atlante,Tremellier,F,34,Student,9943354955,Taiwan,,United States,California,9/14/2023,03/10/24,$21237.08,air,Master's,Computer Science,Indiana University - East,1/29/2023,12/27/2023,,,,,,,,,,,,,,,,,,,
464,Dela,Fyfield,F,19,Student,2297449301,Taiwan,,United States,Illinois,8/29/2023,05/12/23,$10257.03,air,Master's,Computer Science,Lawrence Technological University,1/27/2023,12/21/2024,,,,,,,,,,,,,,,,,,,
465,Nomi,Di Carli,F,22,Student,7829931974,Taiwan,,United States,Arizona,8/27/2023,04/12/25,$12811.79,air,Master's,Psychology,"University of Houston, Victoria",1/30/2023,7/13/2024,,,,,,,,,,,,,,,,,,,
466,Donavon,Klesel,M,35,Student,1405467869,Taiwan,,United States,Ohio,09/06/23,02/03/23,$22957.42,air,Master's,Computer Science,Gallaudet University,01/05/23,5/22/2025,,,,,,,,,,,,,,,,,,,
467,Constanta,Quinney,F,20,Student,3572617281,Taiwan,,United States,Oklahoma,8/23/2023,4/21/2023,$20161.77,air,Master's,Psychology,Katharine Gibbs School,01/08/23,04/01/25,,,,,,,,,,,,,,,,,,,
468,Idalina,Josuweit,F,26,Student,9765758211,Taiwan,,United States,Nebraska,8/26/2023,12/27/2023,$14743.02,air,Master's,Computer Science,University of Iowa,1/16/2023,09/10/24,,,,,,,,,,,,,,,,,,,
469,Marsiella,Pegrum,F,30,Student,9593513582,Taiwan,,United States,Hawaii,09/03/23,9/13/2023,$19305.42,air,Master's,Computer Science,Idaho State University,01/08/23,3/16/2025,,,,,,,,,,,,,,,,,,,
470,Albrecht,Ascraft,M,22,Student,7331579887,Taiwan,,United States,Texas,08/07/23,1/28/2024,$22765.60,air,Master's,Psychology,Illinois Institute of Technology,1/14/2023,2/23/2024,,,,,,,,,,,,,,,,,,,
471,Miguela,Moorhead,F,18,Student,6513357225,Taiwan,,United States,Iowa,8/19/2023,4/25/2023,$20863.18,air,Master's,Computer Science,University of Nebraska Medical Center,01/01/23,01/02/24,,,,,,,,,,,,,,,,,,,
472,Tynan,Birtley,M,25,Student,8960793003,Taiwan,,United States,Colorado,09/01/23,10/19/2024,$17024.61,air,Master's,Business Administration,Western State University College of Law - Orange County,1/17/2023,01/12/24,,,,,,,,,,,,,,,,,,,
473,Nollie,Buie,M,23,Student,7394745413,Taiwan,,United States,Massachusetts,8/20/2023,02/05/25,$10507.41,air,Master's,Computer Science,"University of New England, Westbrook College Campus",1/17/2023,01/04/24,,,,,,,,,,,,,,,,,,,
474,Arlina,Lendrem,F,25,Student,4948040952,Taiwan,,United States,Michigan,08/10/23,06/03/23,$20529.11,air,Master's,Computer Science,Viterbo College,1/27/2023,05/09/25,,,,,,,,,,,,,,,,,,,
475,Felix,Jessen,M,22,Student,2738501205,Taiwan,,United States,Illinois,8/17/2023,12/28/2023,$17164.54,air,Master's,Business Administration,Alfred University,01/06/23,01/01/25,,,,,,,,,,,,,,,,,,,
476,Troy,Le Grove,M,33,Student,8765946619,Taiwan,,United States,North Carolina,8/20/2023,3/18/2025,$18865.85,air,Master's,Computer Science,Morehouse School of Medicine,01/06/23,07/03/24,,,,,,,,,,,,,,,,,,,
477,Odey,Adan,M,30,Student,1607310338,Taiwan,,United States,Louisiana,8/16/2023,04/11/25,$21500.16,air,Master's,Computer Science,Montreat College,1/24/2023,06/07/24,,,,,,,,,,,,,,,,,,,
478,Chevy,Kislingbury,M,18,Student,3284155037,Taiwan,,United States,Texas,8/22/2023,07/05/24,$22620.09,air,Master's,Business Administration,Mid-Continent Baptist Bible College,01/12/23,01/12/24,,,,,,,,,,,,,,,,,,,
479,Aldon,Sweedy,M,31,Student,7536246794,Taiwan,,United States,Tennessee,08/03/23,07/01/24,$19619.85,air,Master's,Business Administration,"Teachers College, Columbia University",1/25/2023,08/03/24,,,,,,,,,,,,,,,,,,,
480,Catarina,Gynn,F,26,Student,2886965296,Taiwan,,United States,District of Columbia,09/03/23,6/30/2024,$23621.83,air,Master's,Business Administration,Gardner Webb University,1/29/2023,6/20/2024,,,,,,,,,,,,,,,,,,,
481,Irvine,Giovannelli,M,21,Student,5075559156,Taiwan,,United States,Texas,8/18/2023,04/01/24,$10974.48,air,Master's,Computer Science,University of Wisconsin - La Crosse,1/18/2023,09/02/24,,,,,,,,,,,,,,,,,,,
482,Jorry,Campa,F,24,Student,7476836804,Taiwan,,United States,Texas,09/08/23,11/20/2023,$13523.52,air,Master's,Computer Science,St. Louis Christian College,01/10/23,4/21/2024,,,,,,,,,,,,,,,,,,,
483,Damara,Crumpe,F,21,Student,9104179327,Taiwan,,United States,California,09/09/23,6/15/2023,$10959.04,air,Master's,Business Administration,Center for Humanistic Studies,1/24/2023,5/21/2024,,,,,,,,,,,,,,,,,,,
484,Solomon,Oldcote,M,32,Student,8842384193,Taiwan,,United States,Colorado,8/22/2023,6/24/2024,$17695.34,air,Master's,Business Administration,Standford University,01/06/23,11/26/2024,,,,,,,,,,,,,,,,,,,
485,Rhoda,Jeannet,F,29,Student,4312966783,Taiwan,,United States,Tennessee,09/10/23,04/07/23,$17632.12,air,Master's,Business Administration,Clark Atlanta University,1/13/2023,03/04/24,,,,,,,,,,,,,,,,,,,
486,Kata,Sproston,F,25,Student,8336684614,Taiwan,,United States,New Jersey,08/08/23,10/09/24,$14886.51,air,Master's,Business Administration,Siena Heights University,1/21/2023,07/07/24,,,,,,,,,,,,,,,,,,,
487,Jessey,Portman,M,33,Student,8719701682,Taiwan,,United States,District of Columbia,8/30/2023,10/23/2023,$10316.68,air,Master's,Computer Science,Kendall College,01/06/23,3/27/2024,,,,,,,,,,,,,,,,,,,
488,Analiese,Sorrill,F,34,Student,4785242280,Taiwan,,United States,Oklahoma,08/08/23,8/30/2024,$10899.86,air,Master's,Computer Science,Embry-Riddle Aeronautical University,1/18/2023,05/11/24,,,,,,,,,,,,,,,,,,,
489,Berrie,Gamwell,F,18,Student,9927032735,Taiwan,,United States,California,09/12/23,02/12/25,$12850.18,air,Master's,Computer Science,International College,1/19/2023,2/25/2024,,,,,,,,,,,,,,,,,,,
490,Rolando,Scanes,M,32,Student,1483558384,Taiwan,,United States,Colorado,09/05/23,3/28/2024,$13141.36,air,Master's,Business Administration,Lakeview College of Nursing,1/18/2023,03/02/24,,,,,,,,,,,,,,,,,,,
491,Graham,Valens-Smith,M,29,Student,8260268271,Taiwan,,United States,Oregon,8/28/2023,01/09/24,$11937.02,air,Master's,Business Administration,Indiana University of Pennsylvania,01/03/23,03/02/24,,,,,,,,,,,,,,,,,,,
492,Analiese,O'Dennehy,F,32,Student,4233717772,Taiwan,,United States,Virginia,08/04/23,06/01/23,$21048.30,air,Master's,Business Administration,Hanover College,1/27/2023,6/15/2024,,,,,,,,,,,,,,,,,,,
493,Alphonse,Ramard,M,23,Student,1836713128,Taiwan,,United States,California,8/16/2023,6/29/2024,$15414.47,air,Master's,Psychology,Loyola University New Orleans,1/25/2023,03/01/24,,,,,,,,,,,,,,,,,,,
494,Brenda,Dolder,F,27,Student,1339075505,Taiwan,,United States,Washington,8/15/2023,12/04/23,$13441.03,air,Master's,Computer Science,Johnson Bible College,01/11/23,4/24/2025,,,,,,,,,,,,,,,,,,,
495,Herbert,Mardle,M,22,Student,5870282349,Taiwan,,United States,Nevada,08/03/23,08/04/24,$13597.74,air,Master's,Business Administration,The School of the Art Institute of Chicago,1/23/2023,1/21/2025,,,,,,,,,,,,,,,,,,,
496,Doll,Carletti,F,29,Student,7904918308,Taiwan,,United States,Texas,8/19/2023,4/25/2025,$10307.43,air,Master's,Business Administration,Robert Morris College,01/06/23,03/05/24,,,,,,,,,,,,,,,,,,,
497,Corabella,Crannis,F,29,Student,1330625912,Taiwan,,United States,Texas,08/06/23,6/23/2024,$18667.56,air,Master's,Computer Science,Uniformed Services Universty of the Health Sciences,1/17/2023,6/14/2024,,,,,,,,,,,,,,,,,,,
498,Ailina,Poulsum,F,32,Student,3731676310,Taiwan,,United States,Michigan,8/17/2023,02/10/25,$24528.11,air,Master's,Computer Science,Texas Christian University,01/08/23,4/21/2025,,,,,,,,,,,,,,,,,,,
499,Branden,Pitrollo,M,23,Student,4540908060,Taiwan,,United States,North Carolina,08/03/23,9/20/2024,$17004.16,air,Master's,Computer Science,Conway School of Landscape Design,1/28/2023,03/10/25,,,,,,,,,,,,,,,,,,,
500,Dacey,Kingsford,F,25,Student,8174647268,Taiwan,,United States,Texas,8/16/2023,11/28/2023,$10878.39,air,Master's,Computer Science,Pitzer College,01/06/23,1/28/2025,,,,,,,,,,,,,,,,,,,
501,Jone,Baird,M,26,Student,4904970323,Taiwan,,United States,Florida,09/01/23,01/11/24,$12349.97,air,Master's,Computer Science,Sonoma State University,1/13/2023,1/23/2025,,,,,,,,,,,,,,,,,,,
502,Eolanda,Pill,F,28,Student,5111271106,Taiwan,,United States,Texas,8/18/2023,04/06/25,$22858.72,air,Master's,Computer Science,New York Medical College,1/17/2023,08/03/24,,,,,,,,,,,,,,,,,,,
503,Angie,Cuesta,M,32,Student,9740917700,Taiwan,,United States,New York,08/05/23,09/01/23,$14296.95,air,Master's,Psychology,Georgia College & State University,01/09/23,11/04/24,,,,,,,,,,,,,,,,,,,
504,Hurlee,Van der Merwe,M,35,Student,1876695038,Taiwan,,United States,California,8/26/2023,02/12/24,$21419.03,air,Master's,Computer Science,Lake Forest College,1/19/2023,05/09/24,,,,,,,,,,,,,,,,,,,
505,Papagena,Paszak,F,22,Student,7359482978,Taiwan,,United States,Washington,8/30/2023,12/26/2024,$23014.99,air,Master's,Computer Science,Cleveland State University,01/02/23,12/19/2024,,,,,,,,,,,,,,,,,,,
506,Alexio,Coslett,M,26,Student,1433914063,Taiwan,,United States,California,8/22/2023,11/20/2024,$18304.96,air,Master's,Business Administration,"Northwood University, Florida Campus",01/06/23,12/17/2024,,,,,,,,,,,,,,,,,,,
507,Allina,Carnegie,F,19,Student,1942080093,Taiwan,,United States,Texas,09/12/23,1/14/2024,$21061.59,air,Master's,Computer Science,Taylor University,1/27/2023,4/17/2024,,,,,,,,,,,,,,,,,,,
508,Desmund,Grigoriscu,M,27,Student,5523521136,Taiwan,,United States,New York,09/04/23,02/10/25,$10474.19,air,Master's,Computer Science,Tui Online University,01/11/23,10/06/24,,,,,,,,,,,,,,,,,,,
509,Ertha,Laurisch,F,29,Student,7270957704,Taiwan,,United States,Georgia,09/03/23,4/26/2025,$24819.44,air,Master's,Computer Science,University of Missouri - Kansas City,1/18/2023,10/03/24,,,,,,,,,,,,,,,,,,,
510,Darren,Gregoriou,M,20,Student,8300043368,Taiwan,,United States,Minnesota,09/01/23,04/09/24,$12106.88,air,Master's,Computer Science,Mankato State University,1/25/2023,06/07/24,,,,,,,,,,,,,,,,,,,
511,Denice,Dunnico,F,22,Student,1022318638,Taiwan,,United States,Virginia,09/08/23,1/17/2025,$11387.16,air,Master's,Computer Science,Dominican College,01/11/23,4/22/2024,,,,,,,,,,,,,,,,,,,
512,Mariska,Ouldcott,F,32,Student,1047728817,Taiwan,,United States,North Carolina,09/11/23,07/01/23,$18067.36,air,Master's,Computer Science,Bellarmine College,1/28/2023,6/23/2024,,,,,,,,,,,,,,,,,,,
513,Gloriane,Arzu,F,19,Student,4370573021,Taiwan,,United States,Arkansas,8/25/2023,1/27/2023,$16886.27,air,Master's,Business Administration,University of Texas Medical Branch Galveston,01/05/23,02/10/25,,,,,,,,,,,,,,,,,,,
